"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
solution_group,solution_priority_action_area,solution_name,state,annual_tons_diversion_potential,annual_mtco2e_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit,relevent_for_consumers,relevent_for_foodservice,relevent_for_government,relevent_for_manufacturers,relevent_for_producers,relevent_for_retailers,relevent_for_solution_providers
Prevention,Refine Product Management,Minimized On Hand Inventory,North Dakota,528.6872721,1316.393454,97563765.55,881145.4535,0,146853.7049,1828587.377,1681733.672,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Ohio,6765.531516,15597.15138,1034459791,11275885.86,0,1879264.778,23400157.68,21520892.9,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Oklahoma,1327.744918,3410.050195,224738365.5,2212908.197,0,368808.3121,4592313.313,4223505.001,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Oregon,2769.631642,6024.295728,395359567.9,4616052.737,0,769321.8456,9579412.496,8810090.65,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Pennsylvania,7003.494762,16116.81198,1058527078,11672491.27,0,1945363.937,24223208.68,22277844.74,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Rhode Island,494.3812376,1119.470585,71756241.62,823968.7294,0,137324.5021,1709932.011,1572607.509,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,South Carolina,3028.44763,7316.304259,505546637.4,5047412.716,0,841213.2806,10474587.53,9633374.25,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,South Dakota,524.6803486,1324.331904,96091753.59,874467.2476,0,145740.6999,1814728.504,1668987.804,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Tennessee,4092.846507,10048.31745,704224065.8,6821410.844,0,1136871.843,14156057.57,13019185.72,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Texas,17473.75988,40450.23481,2755617493,29122933.13,0,4853694.258,60437045.55,55583351.29,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Utah,1535.517403,3613.445417,235405725.8,2559195.672,0,426521.3701,5310942.573,4884421.203,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Vermont,319.1131812,763.3929072,50784376.64,531855.302,0,88640.21402,1103726.845,1015086.631,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Virginia,5424.886565,12466.04601,835403893.3,9041477.609,0,1506873.218,18763226.62,17256353.4,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Washington,4600.833356,9861.422268,631239156.3,7668055.593,0,1277975.582,15913047.74,14635072.16,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,West Virginia,806.4411523,2053.162708,134640673.8,1344068.587,0,224005.527,2789263.501,2565257.974,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Wisconsin,3189.168289,7439.202517,507709608.6,5315280.482,0,885856.7316,11030477.16,10144620.42,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Minimized On Hand Inventory,Wyoming,400.0202212,957.3780972,67618904.66,666700.3687,0,111113.7995,1383562.582,1272448.782,No,No,No,No,No,Yes,No
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Alabama,66.76866452,350.6505559,21944876.87,111281.1075,0.10125468,3282.143511,251820.6228,248538.4793,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Alaska,6.733043224,36.04607452,2299308.281,11221.73871,0.01021066,330.9758295,25393.93517,25062.95934,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Arizona,93.17545921,487.2852708,30066778.91,155292.432,0.141300584,4580.220842,351414.8791,346834.6583,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Arkansas,36.63718348,193.3211284,12126117.38,61061.97247,0.055560289,1800.971981,138178.5667,136377.5947,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),California,476.2750861,2288.637868,151195560.6,793791.8101,0.722271168,23412.22779,1796290.066,1772877.838,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Colorado,82.78906447,437.0632018,27381856.08,137981.7741,0.125549616,4069.657416,312242.1862,308172.5288,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Connecticut,41.88270969,192.3132821,12156073.28,69804.51615,0.063515129,2058.82602,157962.2734,155903.4474,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Delaware,11.46580057,60.01921415,3676796.586,19109.66762,0.017387887,563.623718,43243.71412,42680.09041,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Florida,312.0375131,1624.148356,104009522.7,520062.5219,0.473204889,15338.8106,1176861.653,1161522.843,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Georgia,156.1961724,820.3827623,50868726.42,260326.954,0.236871495,7678.126518,589099.9573,581421.8307,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Hawaii,20.00396507,103.9852441,6503571.942,33339.94178,0.030336013,983.3337931,75445.73459,74462.4008,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Idaho,18.36481305,97.54264508,6156444.918,30608.02175,0.027850239,902.7580888,69263.60881,68360.85072,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Illinois,164.1945571,859.7911163,52830850.11,273657.5952,0.249001046,8071.30267,619266.1773,611194.8746,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Indiana,84.24194797,446.9286347,28634566.98,140403.2466,0.127752914,4141.076729,317721.793,313580.7162,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Iowa,34.3398135,185.3032987,12014158.75,57233.0225,0.052076327,1688.040293,129513.9462,127825.9059,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Kansas,39.06402244,205.8822673,12858206.45,65106.70406,0.05924059,1920.267968,147331.4845,145411.2165,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Kentucky,62.25511991,328.2849342,20445087.26,103758.5332,0.094409889,3060.271451,234797.6133,231737.3418,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Louisiana,56.782497,299.4580092,18745887.3,94637.495,0.086110657,2791.254032,214157.4025,211366.1484,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Maine,14.30618105,71.91168469,4622118.457,23843.63508,0.021695324,703.2481424,53956.3199,53253.07176,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Maryland,76.93301887,397.2960682,25370265.92,128221.6981,0.116668923,3781.792109,290155.8817,286374.0896,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Massachusetts,94.50524791,441.4198824,28622530.08,157508.7465,0.143317208,4645.589191,356430.2291,351784.6399,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Michigan,111.9798731,586.2122766,36707598.12,186633.1218,0.169817478,5504.588363,422336.4595,416831.8711,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Minnesota,61.68216374,324.7242141,21231314.76,102803.6062,0.093541001,3032.106676,232636.6867,229604.58,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Mississippi,36.8680256,194.9340506,12225151.63,61446.70934,0.055910361,1812.319474,139049.1967,137236.8773,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Missouri,78.85843975,420.2812858,26740364.88,131430.7329,0.119588824,3876.439916,297417.6817,293541.2418,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Montana,11.00310553,60.54884421,4006645.58,18338.50922,0.01668621,540.8790438,41498.64174,40957.7627,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Nebraska,25.42313878,133.9226992,8377352.646,42371.89797,0.03855419,1249.723812,95884.35965,94634.63583,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Nevada,62.23655367,328.4282519,20449108.6,103727.5894,0.094381734,3059.358791,234727.5899,231668.2312,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),New Hampshire,16.64818991,82.6768013,5006265.192,27746.98318,0.02524698,818.3741409,62789.29766,61970.92352,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),New Jersey,101.8582471,518.754851,31889769.73,169763.7451,0.154468032,5007.040159,384162.3522,379155.312,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),New Mexico,26.0830673,139.1159277,8785506.18,43471.77884,0.039554972,1282.163882,98373.30582,97091.14194,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),New York,205.2691566,1053.023989,65291200.28,342115.2609,0.311290676,10090.40446,774180.6313,764090.2269,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),North Carolina,138.6665078,729.3996901,45525771.81,231110.8463,0.210287759,6816.421775,522986.1434,516169.7216,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),North Dakota,9.035261058,49.46729959,3252612.961,15058.76843,0.013701973,444.145823,34076.83954,33632.69372,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Ohio,160.1383631,846.762964,53273102.22,266897.2718,0.242849828,7871.912565,603968.0832,596096.1707,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Oklahoma,54.70507433,291.7336293,18665469.8,91175.12388,0.082960245,2689.134282,206322.3218,203633.1875,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Oregon,47.63522104,228.5894597,15000800.63,79392.03506,0.072238813,2341.601899,179658.0943,177316.4924,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Pennsylvania,144.8585694,754.8714903,48448646.77,241430.9489,0.21967802,7120.804599,546339.7451,539218.9405,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Rhode Island,12.42003669,62.56543536,3651988.448,20700.06115,0.018834986,610.5310496,46842.65288,46232.12183,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),South Carolina,68.52844206,356.8320166,21832620.22,114214.0701,0.103923382,3368.648797,258457.6925,255089.0437,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),South Dakota,10.31324585,56.05258467,3672811.066,17188.74309,0.015640037,506.9676501,38896.80905,38389.8414,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Tennessee,99.01525011,521.3174366,32510206.59,165025.4169,0.150156627,4867.287117,373439.8783,368572.5912,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Texas,405.634899,2137.179633,133950995.5,676058.165,0.615145324,19939.77206,1529867.845,1509928.073,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Utah,37.81042245,202.5559008,13084036.23,63017.37075,0.057339506,1858.644824,142603.4832,140744.8384,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Vermont,5.647006494,27.05271678,1784304.879,9411.67749,0.008563685,277.5895827,21297.90528,21020.31569,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Virginia,123.8577292,645.8258996,40761726.98,206429.5486,0.187830246,6088.467472,467134.2571,461045.7897,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Washington,78.41867407,379.5302556,25275773.99,130697.7901,0.118921919,3854.822379,295759.0883,291904.2659,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),West Virginia,22.06236034,117.1514955,7333150.215,36770.60056,0.033457569,1084.518214,83209.05265,82124.53443,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Wisconsin,57.70561207,315.6074237,20915360.92,96176.02012,0.087510561,2836.631548,217638.967,214802.3354,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Wyoming,7.058871898,37.48971676,2367904.44,11764.7865,0.010704779,346.9925714,26622.81072,26275.81815,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Oklahoma,12221.36122,58551.41353,3094723772,20368935.37,18.5336943,13045652.42,58538228.25,45492575.83,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),North Carolina,31851.98139,152890.5106,8063192024,53086635.65,48.30352978,34000294.27,152565538.5,118565244.3,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Colorado,20738.10296,99561.80947,5238302174,34563504.94,31.44933314,22136820.77,99331963.3,77195142.53,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Mississippi,7567.132678,36348.5116,1910709773,12611887.8,11.47555671,8077511.244,36245270.21,28167758.96,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Florida,75797.12481,355540.4266,19166780390,126328541.3,114.9463398,80909395.14,363055253.1,282145858,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Delaware,2663.345994,12803.78981,676376066.8,4438909.99,4.0389642,2842980.047,12756971.41,9913991.362,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Vermont,1465.197326,6269.309301,352378771.7,2441995.544,2.221971746,1564020.136,7018044.386,5454024.25,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Louisiana,12912.9231,62061.37509,3265298254,21521538.5,19.58244788,13783857.9,61850691.24,48066833.35,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Nevada,16223.40107,77889.4652,4080742555,27039001.78,24.60278772,17317616.88,77707314.06,60389697.18,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),New York,57362.20366,269508.0587,14526350491,95603672.76,86.98978185,61231098.33,274755136.4,213524038.1,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),West Virginia,4816.831333,23125.12068,1216986095,8028052.221,7.304724716,5141710.99,23071797.55,17930086.56,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),New Jersey,26787.83755,125203.4587,6763836419,44646395.91,40.62375564,28594590.34,128309156.4,99714566.04,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),South Carolina,15576.91831,74869.68165,3924290642,25961530.52,23.62239662,16627530.95,74610772.29,57983241.34,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Arkansas,8064.725806,38710.00897,2040987157,13441209.68,12.23015669,8608665.416,38628656.12,30019990.7,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),New Mexico,6153.48281,29574.62036,1557370152,10255804.68,9.331756681,6568515.276,29474129.33,22905614.05,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Hawaii,5544.154306,26215.45637,1401647263,9240257.176,8.407710004,5918089.539,26555550.09,20637460.55,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Missouri,19299.8143,92751.31437,4880691933,32166357.16,29.26816838,20601524.2,92442806.8,71841282.6,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Connecticut,11180.11087,46803.38252,2682304032,18633518.12,16.95463814,11934173.1,53550817.3,41616644.19,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),South Dakota,2577.77026,12376.55728,654989725.7,4296283.767,3.9091886,2751632.507,12347078.29,9595445.785,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Indiana,19987.48884,95060.88504,5059212654,33312481.41,30.31102683,21335580.17,95736650.16,74401069.99,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Iowa,8278.063125,39710.24303,2105299621,13796771.87,12.55368273,8836391.645,39650505.35,30814113.71,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Massachusetts,27135.80487,114223.0213,6536987482,45226341.46,41.15144809,28966026.94,129975860.3,101009833.4,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Rhode Island,2833.565589,13589.90952,711210551.5,4722609.315,4.297102215,3024680.401,13572294.13,10547613.73,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Ohio,39534.60164,189886.6889,10001387986,65891002.74,59.95422339,42201082.35,189363974.5,147162892.1,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Michigan,26562.77131,126819.9891,6697508592,44271285.52,40.2824427,28354344.12,127231127.7,98876783.53,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Minnesota,16458.5449,76572.00961,4194184558,27430908.16,24.95938333,17568620.39,78833612.72,61264992.33,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Pennsylvania,39291.305,183447.7893,9990055169,65485508.33,59.58526403,41941376.14,188198625.2,146257249,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Washington,20358.72648,86661.79035,4941750283,33931210.79,30.8740087,21731856.57,97514814.88,75782958.3,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Wisconsin,15475.978,74361.291,3952039734,25793296.67,23.46932064,16519782.54,74127285.49,57607502.95,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Montana,2964.612378,14263.82483,755763945.1,4941020.63,4.495834671,3164565.872,14199985.82,11035419.95,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Kentucky,13695.25899,65756.21706,3443134141,22825431.65,20.76886026,14618959.81,65597946.25,50978986.44,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Arizona,21482.90347,103153.3487,5420691098,35804839.12,32.57882311,22931855.66,102899430.2,79967574.58,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Illinois,40606.71581,194902.6862,10211270144,67677859.68,61.58008453,43345507.14,194499217.8,151153710.7,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Virginia,30177.84527,142680.0382,7621218827,50296408.78,45.76470235,32213243.09,144546713.1,112333470,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Maryland,20052.73483,93340.63268,5069088708,33421224.71,30.40997236,21405226.78,96049167.25,74643940.47,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Georgia,35099.47961,168645.7072,8874592295,58499132.69,53.22836083,37466825.72,168120499.1,130653673.4,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Wyoming,1454.724919,6976.664313,365098280.9,2424541.532,2.20609034,1552841.399,6967883.347,5415041.948,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Utah,9576.098769,45797.81436,2433389906,15960164.62,14.52215378,10221975.59,45867873.9,35645898.31,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),New Hampshire,4473.088915,20727.61422,1124870355,7455148.192,6.783439339,4774784.26,21425330.21,16650545.95,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),North Dakota,2313.179044,11120.98587,589918010.7,3855298.407,3.507936021,2469195.472,11079731.66,8610536.188,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Nebraska,6004.365201,28826.5765,1524736949,10007275.34,9.105619827,6409340.168,28759881.5,22350541.34,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),California,121842.8357,519400.6423,29441609890,203071392.8,184.7746603,130060739.9,583606326.1,453545586.2,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Maine,4012.18498,18139.44595,1019438692,6686974.966,6.084478521,4282793.849,19217679.26,14934885.41,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Tennessee,22113.15089,106202.3448,5573399240,36855251.49,33.53459333,23604611.23,105918207.5,82313596.29,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Kansas,8822.615008,42303.33147,2227251359,14704358.35,13.37949566,9417671.787,42258815.66,32841143.87,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Texas,93653.8371,448714.1373,23520726001,156089728.5,142.026044,99970484.79,448585848.3,348615363.5,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Oregon,12238.6911,52178.43795,2982702284,20397818.5,18.55997506,13064151.14,58621235.39,45557084.25,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Idaho,4280.711191,20577.07309,1088438674,7134518.652,6.491698521,4569431.283,20503873.85,15934442.56,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Alaska,1695.627514,8131.117861,433808699.6,2826045.856,2.571419124,1809992.092,8121765.538,6311773.446,No,Yes,No,No,No,No,Yes
Prevention,Refine Product Management,Waste Tracking (foodservice),Alabama,13875.20658,66516.59773,3510335393,23125344.29,21.04175077,14811044.28,66459864.38,51648820.1,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Alabama,550.7296664,2668.251094,131898601.7,917882.7773,0,643.3561251,2050669.589,2050026.233,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Alaska,144.1220456,700.6107782,34532592.26,240203.4093,0,168.3617325,536645.6793,536477.3176,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Arizona,1128.65336,5485.503128,270372639.1,1881088.934,0,1318.480004,4202597.506,4201279.026,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Arkansas,341.2063152,1657.882184,81713141.01,568677.192,0,398.5933321,1270498.862,1270100.268,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,California,6363.024178,28095.04113,1491842182,10605040.3,0,7433.212389,23693040.29,23685607.08,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Colorado,1105.822635,5374.716946,264912730.5,1843037.724,0,1291.80941,4117586.152,4116294.342,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Connecticut,467.5031081,2020.486891,108198630.3,779171.8468,0,546.1318074,1740771.317,1740225.185,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Delaware,53.28275157,258.8407829,12757478.53,88804.58594,0,62.24430365,198401.0031,198338.7588,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Florida,4187.63568,19867.75575,1003252283,6979392.8,0,4891.948317,15592871.9,15587979.95,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Georgia,1330.511934,6465.688186,318681605,2217519.889,0,1554.28889,4954228.048,4952673.759,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Hawaii,689.9996321,3304.890624,165349306.5,1149999.387,0,806.0497132,2569248.305,2568442.255,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Idaho,218.839267,1063.601748,52423398.77,364732.1117,0,255.6455398,814859.0083,814603.3627,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Illinois,1855.415985,9016.605463,444411916.9,3092359.975,0,2167.475826,6908734.663,6906567.187,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Indiana,823.9478947,3962.592063,197326291,1373246.491,0,962.5265483,3068011.392,3067048.866,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Iowa,517.5626141,2512.391958,123974769.8,862604.3568,0,604.6107523,1927170.403,1926565.792,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Kansas,367.8345342,1787.38644,88096504.39,613057.557,0,429.7001143,1369650.373,1369220.673,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Kentucky,520.7067379,2530.195825,124707913.7,867844.5631,0,608.2836819,1938877.706,1938269.422,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Louisiana,807.5911084,3924.98385,193456579.5,1345985.181,0,943.4187368,3007106.077,3006162.658,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Maine,250.1031767,1147.36584,59910806.12,416838.6278,0,292.167683,931271.7469,930979.5792,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Maryland,917.6907017,4324.960563,219808513.4,1529484.503,0,1072.035828,3417067.445,3415995.409,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Massachusetts,1320.396646,5746.346133,307066125.3,2200661.076,0,1542.472326,4916563.264,4915020.792,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Michigan,1206.988155,5829.177996,289121735.3,2011646.926,0,1409.989819,4494281.052,4492871.062,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Minnesota,866.8840227,4078.835291,207637722.7,1444806.704,0,1012.684044,3227886.222,3226873.538,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Mississippi,539.9137407,2624.414815,129354716.7,899856.2346,0,630.7210839,2010395.946,2009765.225,No,Yes,No,No,No,No,Yes
Prevention,Reshape Consumer Environments,Buffet Signage,Missouri,995.9714274,4840.113134,238560537.3,1659952.379,0,1163.48248,3708549.661,3707386.179,No,Yes,No,No,No,No,Yes
